Question_num,hint_num,metric,score
2,9,Robustness Consistency,0.93
2,9,Similarity,0.9
2,9,Stepwise Correctness,0.9
2,9,Validity Rate,1.0
3,1,Accuracy,1.0
3,1,Calibration Confidence,0.85
3,1,Clarity,0.9
3,1,Coherence Score,0.95
3,1,Comp Efficiency,0.7
3,1,Correctness,0.92
3,1,Efficiency,0.75
3,1,Final Accuracy,1.0
3,1,Pass Rate,1.0
3,1,Redundancy,0.6
3,1,Robustness Consistency,0.92
3,1,Similarity,0.9
3,1,Stepwise Correctness,0.9
3,1,Validity Rate,1.0
3,2,Accuracy,0.0
3,2,Calibration Confidence,0.4
3,2,Clarity,0.88
3,2,Coherence Score,0.9
3,2,Comp Efficiency,0.68
3,2,Correctness,0.3
3,2,Efficiency,0.75
3,2,Final Accuracy,0.0
3,2,Pass Rate,0.0
3,2,Redundancy,0.6
3,2,Robustness Consistency,0.85
3,2,Similarity,0.5
3,2,Stepwise Correctness,0.5
3,2,Validity Rate,1.0
3,3,Accuracy,1.0
3,3,Calibration Confidence,0.85
3,3,Clarity,0.9
3,3,Coherence Score,0.95
3,3,Comp Efficiency,0.7
3,3,Correctness,0.92
3,3,Efficiency,0.75
3,3,Final Accuracy,1.0
3,3,Pass Rate,1.0
3,3,Redundancy,0.6
3,3,Robustness Consistency,0.92
3,3,Similarity,0.9
3,3,Stepwise Correctness,0.9
3,3,Validity Rate,1.0
3,4,Accuracy,1.0
3,4,Calibration Confidence,0.85
3,4,Clarity,0.9
3,4,Coherence Score,0.95
3,4,Comp Efficiency,0.7
3,4,Correctness,0.92
3,4,Efficiency,0.75
3,4,Final Accuracy,1.0
3,4,Pass Rate,1.0
3,4,Redundancy,0.65
3,4,Robustness Consistency,0.92
3,4,Similarity,0.9
3,4,Stepwise Correctness,0.9
3,4,Validity Rate,1.0
3,5,Accuracy,1.0
3,5,Calibration Confidence,0.82
3,5,Clarity,0.88
3,5,Coherence Score,0.94
3,5,Comp Efficiency,0.7
3,5,Correctness,0.9
3,5,Efficiency,0.75
3,5,Final Accuracy,1.0
3,5,Pass Rate,1.0
3,5,Redundancy,0.6
3,5,Robustness Consistency,0.9
3,5,Similarity,0.9
3,5,Stepwise Correctness,0.9
3,5,Validity Rate,1.0
3,6,Accuracy,1.0
3,6,Calibration Confidence,0.85
3,6,Clarity,0.9
3,6,Coherence Score,0.93
3,6,Comp Efficiency,0.68
3,6,Correctness,0.92
3,6,Efficiency,0.7
3,6,Final Accuracy,1.0
3,6,Pass Rate,1.0
3,6,Redundancy,0.65
3,6,Robustness Consistency,0.91
3,6,Similarity,0.9
3,6,Stepwise Correctness,0.9
3,6,Validity Rate,1.0
3,7,Accuracy,1.0
3,7,Calibration Confidence,0.83
3,7,Clarity,0.9
3,7,Coherence Score,0.93
3,7,Comp Efficiency,0.68
3,7,Correctness,0.92
3,7,Efficiency,0.7
3,7,Final Accuracy,1.0
3,7,Pass Rate,1.0
3,7,Redundancy,0.6
3,7,Robustness Consistency,0.91
3,7,Similarity,0.9
3,7,Stepwise Correctness,0.9
3,7,Validity Rate,1.0
3,8,Accuracy,1.0
3,8,Calibration Confidence,0.8
3,8,Clarity,0.88
3,8,Coherence Score,0.92
3,8,Comp Efficiency,0.68
3,8,Correctness,0.9
3,8,Efficiency,0.7
3,8,Final Accuracy,1.0
3,8,Pass Rate,1.0
3,8,Redundancy,0.65
3,8,Robustness Consistency,0.89
3,8,Similarity,0.9
3,8,Stepwise Correctness,0.9
3,8,Validity Rate,1.0
3,9,Accuracy,1.0
3,9,Calibration Confidence,0.88
3,9,Clarity,0.9
3,9,Coherence Score,0.95
3,9,Comp Efficiency,0.7
3,9,Correctness,0.92
3,9,Efficiency,0.75
3,9,Final Accuracy,1.0
3,9,Pass Rate,1.0
3,9,Redundancy,0.6
3,9,Robustness Consistency,0.93
3,9,Similarity,0.9
3,9,Stepwise Correctness,0.9
3,9,Validity Rate,1.0
4,1,Accuracy,0.0
4,1,Calibration Confidence,0.4
4,1,Clarity,0.6
4,1,Coherence Score,0.85
4,1,Comp Efficiency,0.6
4,1,Correctness,0.2
4,1,Efficiency,0.6
4,1,Final Accuracy,0.0
4,1,Pass Rate,0.0
4,1,Redundancy,0.6
4,1,Robustness Consistency,0.5
4,1,Similarity,0.2
4,1,Stepwise Correctness,0.2
4,1,Validity Rate,1.0
4,2,Accuracy,1.0
4,2,Calibration Confidence,0.9
4,2,Clarity,0.9
4,2,Coherence Score,0.97
4,2,Comp Efficiency,0.8
4,2,Correctness,0.95
4,2,Efficiency,0.8
4,2,Final Accuracy,1.0
4,2,Pass Rate,1.0
4,2,Redundancy,0.4
4,2,Robustness Consistency,0.95
4,2,Similarity,1.0
4,2,Stepwise Correctness,0.95
4,2,Validity Rate,1.0
4,3,Accuracy,1.0
4,3,Calibration Confidence,0.9
4,3,Clarity,0.9
4,3,Coherence Score,0.97
4,3,Comp Efficiency,0.8
4,3,Correctness,0.95
4,3,Efficiency,0.8
4,3,Final Accuracy,1.0
4,3,Pass Rate,1.0
4,3,Redundancy,0.4
4,3,Robustness Consistency,0.95
4,3,Similarity,1.0
4,3,Stepwise Correctness,0.95
4,3,Validity Rate,1.0
4,4,Accuracy,1.0
4,4,Calibration Confidence,0.9
4,4,Clarity,0.9
4,4,Coherence Score,0.96
4,4,Comp Efficiency,0.8
4,4,Correctness,0.95
4,4,Efficiency,0.8
4,4,Final Accuracy,1.0
4,4,Pass Rate,1.0
4,4,Redundancy,0.4
4,4,Robustness Consistency,0.95
4,4,Similarity,1.0
4,4,Stepwise Correctness,0.95
4,4,Validity Rate,1.0
4,5,Accuracy,1.0
4,5,Calibration Confidence,0.88
4,5,Clarity,0.88
4,5,Coherence Score,0.96
4,5,Comp Efficiency,0.75
4,5,Correctness,0.95
4,5,Efficiency,0.75
4,5,Final Accuracy,1.0
4,5,Pass Rate,1.0
4,5,Redundancy,0.4
4,5,Robustness Consistency,0.94
4,5,Similarity,1.0
4,5,Stepwise Correctness,0.95
4,5,Validity Rate,1.0
4,6,Accuracy,1.0
4,6,Calibration Confidence,0.88
4,6,Clarity,0.88
4,6,Coherence Score,0.96
4,6,Comp Efficiency,0.75
4,6,Correctness,0.95
4,6,Efficiency,0.75
4,6,Final Accuracy,1.0
4,6,Pass Rate,1.0
4,6,Redundancy,0.4
4,6,Robustness Consistency,0.94
4,6,Similarity,1.0
4,6,Stepwise Correctness,0.95
4,6,Validity Rate,1.0
4,7,Accuracy,1.0
4,7,Calibration Confidence,0.87
4,7,Clarity,0.88
4,7,Coherence Score,0.95
4,7,Comp Efficiency,0.75
4,7,Correctness,0.95
4,7,Efficiency,0.75
4,7,Final Accuracy,1.0
4,7,Pass Rate,1.0
4,7,Redundancy,0.4
4,7,Robustness Consistency,0.93
4,7,Similarity,1.0
4,7,Stepwise Correctness,0.95
4,7,Validity Rate,1.0
4,8,Accuracy,1.0
4,8,Calibration Confidence,0.87
4,8,Clarity,0.88
4,8,Coherence Score,0.95
4,8,Comp Efficiency,0.75
4,8,Correctness,0.95
4,8,Efficiency,0.75
4,8,Final Accuracy,1.0
4,8,Pass Rate,1.0
4,8,Redundancy,0.4
4,8,Robustness Consistency,0.93
4,8,Similarity,1.0
4,8,Stepwise Correctness,0.95
4,8,Validity Rate,1.0
4,9,Accuracy,1.0
4,9,Calibration Confidence,0.88
4,9,Clarity,0.9
4,9,Coherence Score,0.96
4,9,Comp Efficiency,0.8
4,9,Correctness,0.95
4,9,Efficiency,0.8
4,9,Final Accuracy,1.0
4,9,Pass Rate,1.0
4,9,Redundancy,0.4
4,9,Robustness Consistency,0.94
4,9,Similarity,1.0
4,9,Stepwise Correctness,0.95
4,9,Validity Rate,1.0
5,1,Accuracy,1.0
5,1,Calibration Confidence,0.9
5,1,Clarity,0.9
5,1,Coherence Score,0.95
5,1,Comp Efficiency,0.9
5,1,Correctness,1.0
5,1,Efficiency,0.8
5,1,Final Accuracy,1.0
5,1,Pass Rate,1.0
5,1,Redundancy,0.3
5,1,Robustness Consistency,0.9
5,1,Similarity,0.9
5,1,Stepwise Correctness,1.0
5,1,Validity Rate,1.0
5,2,Accuracy,1.0
5,2,Calibration Confidence,0.85
5,2,Clarity,0.9
5,2,Coherence Score,0.9
5,2,Comp Efficiency,0.9
5,2,Correctness,1.0
5,2,Efficiency,0.7
5,2,Final Accuracy,1.0
5,2,Pass Rate,1.0
5,2,Redundancy,0.3
5,2,Robustness Consistency,0.9
5,2,Similarity,0.9
5,2,Stepwise Correctness,1.0
5,2,Validity Rate,1.0
5,3,Accuracy,1.0
5,3,Calibration Confidence,0.85
5,3,Clarity,0.9
5,3,Coherence Score,0.9
5,3,Comp Efficiency,0.9
5,3,Correctness,1.0
5,3,Efficiency,0.7
5,3,Final Accuracy,1.0
5,3,Pass Rate,1.0
5,3,Redundancy,0.3
5,3,Robustness Consistency,0.9
5,3,Similarity,0.9
5,3,Stepwise Correctness,1.0
5,3,Validity Rate,1.0
5,4,Accuracy,1.0
5,4,Calibration Confidence,0.85
5,4,Clarity,0.85
5,4,Coherence Score,0.85
5,4,Comp Efficiency,0.9
5,4,Correctness,1.0
5,4,Efficiency,0.6
5,4,Final Accuracy,1.0
5,4,Pass Rate,1.0
5,4,Redundancy,0.3
5,4,Robustness Consistency,0.85
5,4,Similarity,0.9
5,4,Stepwise Correctness,1.0
5,4,Validity Rate,1.0
5,5,Accuracy,0.0
5,5,Calibration Confidence,0.3
5,5,Clarity,0.4
5,5,Coherence Score,0.4
5,5,Comp Efficiency,0.3
5,5,Correctness,0.0
5,5,Efficiency,0.2
5,5,Final Accuracy,0.0
5,5,Pass Rate,0.0
5,5,Redundancy,0.9
5,5,Robustness Consistency,0.4
5,5,Similarity,0.2
5,5,Stepwise Correctness,0.0
5,5,Validity Rate,0.0
5,6,Accuracy,1.0
5,6,Calibration Confidence,0.9
5,6,Clarity,0.9
5,6,Coherence Score,0.95
5,6,Comp Efficiency,0.9
5,6,Correctness,1.0
5,6,Efficiency,0.8
5,6,Final Accuracy,1.0
5,6,Pass Rate,1.0
5,6,Redundancy,0.3
5,6,Robustness Consistency,0.9
5,6,Similarity,0.9
5,6,Stepwise Correctness,1.0
5,6,Validity Rate,1.0
5,7,Accuracy,1.0
5,7,Calibration Confidence,0.85
5,7,Clarity,0.9
5,7,Coherence Score,0.9
5,7,Comp Efficiency,0.9
5,7,Correctness,1.0
5,7,Efficiency,0.8
5,7,Final Accuracy,1.0
5,7,Pass Rate,1.0
5,7,Redundancy,0.3
5,7,Robustness Consistency,0.9
5,7,Similarity,0.9
5,7,Stepwise Correctness,1.0
5,7,Validity Rate,1.0
5,8,Accuracy,1.0
5,8,Calibration Confidence,0.85
5,8,Clarity,0.9
5,8,Coherence Score,0.9
5,8,Comp Efficiency,0.9
5,8,Correctness,1.0
5,8,Efficiency,0.8
5,8,Final Accuracy,1.0
5,8,Pass Rate,1.0
5,8,Redundancy,0.3
5,8,Robustness Consistency,0.9
5,8,Similarity,0.9
5,8,Stepwise Correctness,1.0
5,8,Validity Rate,1.0
5,9,Accuracy,1.0
5,9,Calibration Confidence,0.85
5,9,Clarity,0.9
5,9,Coherence Score,0.9
5,9,Comp Efficiency,0.9
5,9,Correctness,1.0
5,9,Efficiency,0.7
5,9,Final Accuracy,1.0
5,9,Pass Rate,1.0
5,9,Redundancy,0.3
5,9,Robustness Consistency,0.9
5,9,Similarity,0.9
5,9,Stepwise Correctness,1.0
5,9,Validity Rate,1.0
6,1,Accuracy,1.0
6,1,Calibration Confidence,0.7
6,1,Clarity,0.9
6,1,Coherence Score,0.9
6,1,Comp Efficiency,1.0
6,1,Correctness,1.0
6,1,Efficiency,1.0
6,1,Final Accuracy,1.0
6,1,Pass Rate,1.0
6,1,Redundancy,0.1
6,1,Robustness Consistency,1.0
6,1,Similarity,1.0
6,1,Stepwise Correctness,1.0
6,1,Validity Rate,1.0
6,2,Accuracy,1.0
6,2,Calibration Confidence,0.75
6,2,Clarity,0.95
6,2,Coherence Score,0.95
6,2,Comp Efficiency,0.9
6,2,Correctness,1.0
6,2,Efficiency,0.8
6,2,Final Accuracy,1.0
6,2,Pass Rate,1.0
6,2,Redundancy,0.2
6,2,Robustness Consistency,1.0
6,2,Similarity,1.0
6,2,Stepwise Correctness,1.0
6,2,Validity Rate,1.0
6,3,Accuracy,1.0
6,3,Calibration Confidence,0.8
6,3,Clarity,0.9
6,3,Coherence Score,0.95
6,3,Comp Efficiency,0.8
6,3,Correctness,1.0
6,3,Efficiency,0.9
6,3,Final Accuracy,1.0
6,3,Pass Rate,1.0
6,3,Redundancy,0.3
6,3,Robustness Consistency,1.0
6,3,Similarity,1.0
6,3,Stepwise Correctness,1.0
6,3,Validity Rate,1.0
6,4,Accuracy,1.0
6,4,Calibration Confidence,0.85
6,4,Clarity,0.9
6,4,Coherence Score,0.95
6,4,Comp Efficiency,0.9
6,4,Correctness,1.0
6,4,Efficiency,0.85
6,4,Final Accuracy,1.0
6,4,Pass Rate,1.0
6,4,Redundancy,0.2
6,4,Robustness Consistency,1.0
6,4,Similarity,1.0
6,4,Stepwise Correctness,1.0
6,4,Validity Rate,1.0
6,5,Accuracy,1.0
6,5,Calibration Confidence,0.8
6,5,Clarity,0.85
6,5,Coherence Score,0.85
6,5,Comp Efficiency,0.8
6,5,Correctness,1.0
6,5,Efficiency,0.8
6,5,Final Accuracy,1.0
6,5,Pass Rate,1.0
6,5,Redundancy,0.4
6,5,Robustness Consistency,0.9
6,5,Similarity,1.0
6,5,Stepwise Correctness,1.0
6,5,Validity Rate,1.0
6,6,Accuracy,1.0
6,6,Calibration Confidence,0.8
6,6,Clarity,0.9
6,6,Coherence Score,0.95
6,6,Comp Efficiency,1.0
6,6,Correctness,1.0
6,6,Efficiency,0.9
6,6,Final Accuracy,1.0
6,6,Pass Rate,1.0
6,6,Redundancy,0.1
6,6,Robustness Consistency,1.0
6,6,Similarity,0.9
6,6,Stepwise Correctness,1.0
6,6,Validity Rate,1.0
6,7,Accuracy,1.0
6,7,Calibration Confidence,0.85
6,7,Clarity,0.95
6,7,Coherence Score,0.95
6,7,Comp Efficiency,0.9
6,7,Correctness,1.0
6,7,Efficiency,0.9
6,7,Final Accuracy,1.0
6,7,Pass Rate,1.0
6,7,Redundancy,0.2
6,7,Robustness Consistency,1.0
6,7,Similarity,1.0
6,7,Stepwise Correctness,1.0
6,7,Validity Rate,1.0
6,8,Accuracy,1.0
6,8,Calibration Confidence,0.9
6,8,Clarity,0.85
6,8,Coherence Score,0.85
6,8,Comp Efficiency,0.7
6,8,Correctness,1.0
6,8,Efficiency,0.75
6,8,Final Accuracy,1.0
6,8,Pass Rate,1.0
6,8,Redundancy,0.5
6,8,Robustness Consistency,0.9
6,8,Similarity,1.0
6,8,Stepwise Correctness,1.0
6,8,Validity Rate,1.0
6,9,Accuracy,1.0
6,9,Calibration Confidence,0.9
6,9,Clarity,0.95
6,9,Coherence Score,0.9
6,9,Comp Efficiency,0.95
6,9,Correctness,1.0
6,9,Efficiency,0.85
6,9,Final Accuracy,1.0
6,9,Pass Rate,1.0
6,9,Redundancy,0.3
6,9,Robustness Consistency,0.95
6,9,Similarity,1.0
6,9,Stepwise Correctness,1.0
6,9,Validity Rate,1.0
7,1,Accuracy,1.0
7,1,Calibration Confidence,0.75
7,1,Clarity,0.95
7,1,Coherence Score,0.9
7,1,Comp Efficiency,1.0
7,1,Correctness,1.0
7,1,Efficiency,1.0
7,1,Final Accuracy,1.0
7,1,Pass Rate,1.0
7,1,Redundancy,0.1
7,1,Robustness Consistency,1.0
7,1,Similarity,1.0
7,1,Stepwise Correctness,1.0
7,1,Validity Rate,1.0
7,2,Accuracy,1.0
7,2,Calibration Confidence,0.8
7,2,Clarity,0.95
7,2,Coherence Score,0.95
7,2,Comp Efficiency,0.85
7,2,Correctness,1.0
7,2,Efficiency,0.85
7,2,Final Accuracy,1.0
7,2,Pass Rate,1.0
7,2,Redundancy,0.2
7,2,Robustness Consistency,1.0
7,2,Similarity,1.0
7,2,Stepwise Correctness,1.0
7,2,Validity Rate,1.0
7,3,Accuracy,1.0
7,3,Calibration Confidence,0.8
7,3,Clarity,0.9
7,3,Coherence Score,0.92
7,3,Comp Efficiency,0.9
7,3,Correctness,1.0
7,3,Efficiency,0.9
7,3,Final Accuracy,1.0
7,3,Pass Rate,1.0
7,3,Redundancy,0.3
7,3,Robustness Consistency,1.0
7,3,Similarity,1.0
7,3,Stepwise Correctness,1.0
7,3,Validity Rate,1.0
7,4,Accuracy,1.0
7,4,Calibration Confidence,0.85
7,4,Clarity,0.85
7,4,Coherence Score,0.85
7,4,Comp Efficiency,0.8
7,4,Correctness,1.0
7,4,Efficiency,0.8
7,4,Final Accuracy,1.0
7,4,Pass Rate,1.0
7,4,Redundancy,0.4
7,4,Robustness Consistency,0.95
7,4,Similarity,1.0
7,4,Stepwise Correctness,1.0
7,4,Validity Rate,1.0
7,5,Accuracy,1.0
7,5,Calibration Confidence,0.8
7,5,Clarity,0.9
7,5,Coherence Score,0.9
7,5,Comp Efficiency,0.88
7,5,Correctness,1.0
7,5,Efficiency,0.88
7,5,Final Accuracy,1.0
7,5,Pass Rate,1.0
7,5,Redundancy,0.3
7,5,Robustness Consistency,0.98
7,5,Similarity,1.0
7,5,Stepwise Correctness,1.0
7,5,Validity Rate,1.0
7,6,Accuracy,1.0
7,6,Calibration Confidence,0.8
7,6,Clarity,0.9
7,6,Coherence Score,0.9
7,6,Comp Efficiency,0.9
7,6,Correctness,1.0
7,6,Efficiency,0.9
7,6,Final Accuracy,1.0
7,6,Pass Rate,1.0
7,6,Redundancy,0.2
7,6,Robustness Consistency,1.0
7,6,Similarity,1.0
7,6,Stepwise Correctness,1.0
7,6,Validity Rate,1.0
7,7,Accuracy,1.0
7,7,Calibration Confidence,0.85
7,7,Clarity,0.95
7,7,Coherence Score,0.9
7,7,Comp Efficiency,0.9
7,7,Correctness,1.0
7,7,Efficiency,0.9
7,7,Final Accuracy,1.0
7,7,Pass Rate,1.0
7,7,Redundancy,0.2
7,7,Robustness Consistency,1.0
7,7,Similarity,1.0
7,7,Stepwise Correctness,1.0
7,7,Validity Rate,1.0
7,8,Accuracy,1.0
7,8,Calibration Confidence,0.9
7,8,Clarity,0.9
7,8,Coherence Score,0.88
7,8,Comp Efficiency,0.85
7,8,Correctness,1.0
7,8,Efficiency,0.85
7,8,Final Accuracy,1.0
7,8,Pass Rate,1.0
7,8,Redundancy,0.5
7,8,Robustness Consistency,0.97
7,8,Similarity,1.0
7,8,Stepwise Correctness,1.0
7,8,Validity Rate,1.0
7,9,Accuracy,1.0
7,9,Calibration Confidence,0.9
7,9,Clarity,0.98
7,9,Coherence Score,0.95
7,9,Comp Efficiency,0.95
7,9,Correctness,1.0
7,9,Efficiency,0.95
7,9,Final Accuracy,1.0
7,9,Pass Rate,1.0
7,9,Redundancy,0.1
7,9,Robustness Consistency,1.0
7,9,Similarity,1.0
7,9,Stepwise Correctness,1.0
7,9,Validity Rate,1.0
8,1,Accuracy,0.9
8,1,Calibration Confidence,0.8
8,1,Clarity,0.9
8,1,Coherence Score,0.85
8,1,Comp Efficiency,0.85
8,1,Correctness,1.0
8,1,Efficiency,0.9
8,1,Final Accuracy,1.0
8,1,Pass Rate,1.0
8,1,Redundancy,0.3
8,1,Robustness Consistency,0.9
8,1,Similarity,0.9
8,1,Stepwise Correctness,0.85
8,1,Validity Rate,1.0
8,2,Accuracy,0.2
8,2,Calibration Confidence,0.3
8,2,Clarity,0.5
8,2,Coherence Score,0.5
8,2,Comp Efficiency,0.4
8,2,Correctness,0.2
8,2,Efficiency,0.4
8,2,Final Accuracy,0.0
8,2,Pass Rate,0.0
8,2,Redundancy,0.7
8,2,Robustness Consistency,0.4
8,2,Similarity,0.5
8,2,Stepwise Correctness,0.3
8,2,Validity Rate,0.4
8,3,Accuracy,1.0
8,3,Calibration Confidence,0.8
8,3,Clarity,0.9
8,3,Coherence Score,0.9
8,3,Comp Efficiency,0.9
8,3,Correctness,1.0
8,3,Efficiency,0.9
8,3,Final Accuracy,1.0
8,3,Pass Rate,1.0
8,3,Redundancy,0.2
8,3,Robustness Consistency,0.9
8,3,Similarity,1.0
8,3,Stepwise Correctness,1.0
8,3,Validity Rate,1.0
8,4,Accuracy,1.0
8,4,Calibration Confidence,0.85
8,4,Clarity,0.8
